mood,mood_value,sentiment_score,sleep_hours,stress_score,stress_level
Stressed,0.9,-0.5571211065017436,6.6,0.6666666666666666,1
Anxious,0.85,-0.3939331627606023,6.1,0.5555555555555556,1
Neutral,0.5,0.43753451445644886,7.8,0.3333333333333333,1
Neutral,0.5,0.4245462652504484,7.8,0.3333333333333333,1
Neutral,0.5,0.25827653377099585,7.4,0.4444444444444444,1
Neutral,0.5,0.34187790259892015,7.2,0.3333333333333333,1
Neutral,0.5,0.355386241693446,7.4,0.4444444444444444,1
Neutral,0.5,0.20177607847288972,7.2,0.3333333333333333,1
Neutral,0.5,0.26873948036552797,7.4,0.4444444444444444,1
Neutral,0.5,0.2493140521489149,7.2,0.3333333333333333,1
Neutral,0.5,0.32255406884663684,7.2,0.3333333333333333,1
Neutral,0.5,0.41710372393071593,7.2,0.3333333333333333,1
Neutral,0.5,0.3427373508875206,7.2,0.3333333333333333,1
Neutral,0.5,0.4169090792878846,7.2,0.3333333333333333,1
Neutral,0.5,0.3288354628135206,7.2,0.3333333333333333,1
Neutral,0.5,0.20509302281320466,7.2,0.3333333333333333,1
Neutral,0.5,0.400852487500384,7.2,0.3333333333333333,1
Neutral,0.5,0.1827539146471981,7.2,0.3333333333333333,1
Neutral,0.5,0.39355308323641,7.2,0.3333333333333333,1
Neutral,0.5,0.21921060672991333,7.2,0.3333333333333333,1
Neutral,0.5,0.24116704053600663,7.5,0.3333333333333333,1
Neutral,0.5,0.5761732096826778,7.3,0.4444444444444444,1
Neutral,0.5,0.28818042087857365,7.1,0.3333333333333333,1
Neutral,0.5,0.24126145871723714,7.3,0.4444444444444444,1
Neutral,0.5,0.15567364820428636,7.3,0.4444444444444444,1
Neutral,0.5,0.043319575386873144,7.1,0.3333333333333333,1
Neutral,0.5,0.19638546756088468,7.3,0.4444444444444444,1
Neutral,0.5,0.5944452767249447,7.3,0.4444444444444444,1
Neutral,0.5,0.3286795926158567,7.1,0.3333333333333333,1
Neutral,0.5,0.1875697135558283,7.3,0.4444444444444444,1
Neutral,0.5,0.30596009026342136,7.3,0.4444444444444444,1
Neutral,0.5,0.2118711062231269,7.1,0.3333333333333333,1
Neutral,0.5,0.3932642564157398,7.1,0.4444444444444444,1
Neutral,0.5,0.47936333584326873,7.1,0.3333333333333333,1
Excited,0.3,0.5762209451349026,7.1,0.4444444444444444,1
Neutral,0.5,0.408083911063953,7.1,0.3333333333333333,1
Neutral,0.5,0.29840856849633524,7.1,0.4444444444444444,1
Sad,0.7,0.1945690456568018,7.1,0.3333333333333333,1
Neutral,0.5,0.27801380107571294,7.1,0.3333333333333333,1
Sad,0.7,-0.0032100549519820665,7.1,0.4444444444444444,1
Stressed,0.9,-0.7508580694488998,7.4,0.4444444444444444,1
Sad,0.7,-0.13657970549689757,7.2,0.4444444444444444,1
Stressed,0.9,-0.895612256703809,6.5,0.6666666666666666,1
Neutral,0.5,0.27019672092418573,6.9,0.5555555555555556,1
Excited,0.3,0.48920081090446726,8.0,0.2222222222222222,0
Neutral,0.5,0.591559368846674,8.0,0.2222222222222222,0
Neutral,0.5,0.23174484282256055,7.2,0.4444444444444444,1
Neutral,0.5,0.3324290105253085,7.2,0.4444444444444444,1
Neutral,0.5,0.32161423261856986,7.2,0.4444444444444444,1
Neutral,0.5,0.36635570180035004,7.2,0.4444444444444444,1
Excited,0.3,0.616611834819983,7.2,0.4444444444444444,1
Neutral,0.5,0.33148032352229734,7.2,0.4444444444444444,1
Neutral,0.5,0.35332939320784795,7.2,0.4444444444444444,1
Neutral,0.5,0.27417121547459966,7.2,0.4444444444444444,1
Neutral,0.5,0.29139121473808927,7.2,0.4444444444444444,1
Neutral,0.5,0.14752993324696928,7.2,0.4444444444444444,1
Neutral,0.5,0.25253514260478505,7.2,0.5555555555555556,1
Neutral,0.5,0.38673142874094923,7.2,0.5555555555555556,1
Neutral,0.5,0.4911140785207342,7.9,0.4444444444444444,1
Excited,0.3,0.34053831190686995,7.9,0.4444444444444444,1
Sad,0.7,-0.047937214033073064,7.6,0.4444444444444444,1
Neutral,0.5,0.22338616670898917,7.3,0.5555555555555556,1
Sad,0.7,-0.1322467244650917,7.1,0.5555555555555556,1
Sad,0.7,-0.08966220416837631,7.1,0.5555555555555556,1
Neutral,0.5,0.4296230900954072,7.7,0.4444444444444444,1
Neutral,0.5,0.37456900107203,7.7,0.4444444444444444,1
Excited,0.3,0.47017320863038403,7.7,0.4444444444444444,1
Neutral,0.5,0.4270946030445556,7.7,0.4444444444444444,1
Neutral,0.5,0.26849087776539393,7.7,0.4444444444444444,1
Neutral,0.5,0.40153518754857703,7.6,0.4444444444444444,1
Neutral,0.5,0.5140425332708307,7.6,0.4444444444444444,1
Excited,0.3,0.6043525577475454,7.6,0.4444444444444444,1
Stressed,0.9,-0.5135113288273571,6.5,0.6666666666666666,1
Neutral,0.5,0.4614445961981246,7.8,0.4444444444444444,1
Neutral,0.5,0.6328941776089113,7.8,0.4444444444444444,1
Excited,0.3,0.5447348278745676,7.8,0.4444444444444444,1
Neutral,0.5,0.4402061648645649,7.8,0.4444444444444444,1
Neutral,0.5,0.35406583732693314,7.8,0.4444444444444444,1
Excited,0.3,0.45314430538078654,7.8,0.4444444444444444,1
Stressed,0.9,-0.7277572279311568,6.8,0.6666666666666666,1
Stressed,0.9,-0.610743305698794,6.8,0.6666666666666666,1
Anxious,0.85,-0.42405123110996884,6.7,0.3333333333333333,1
Stressed,0.9,-0.642047245591156,6.3,0.6666666666666666,1
Stressed,0.9,-0.5384169268110359,6.7,0.3333333333333333,1
Anxious,0.85,-0.5000019209492103,6.5,0.6666666666666666,1
Anxious,0.85,-0.2231475327712948,6.7,0.3333333333333333,1
Stressed,0.9,-0.5260418566118655,6.4,0.6666666666666666,1
Stressed,0.9,-0.6142601836179735,6.5,0.6666666666666666,1
Anxious,0.85,-0.506151081527134,6.5,0.6666666666666666,1
Stressed,0.9,-0.6155227542304282,6.5,0.6666666666666666,1
Stressed,0.9,-0.627373607850911,6.5,0.6666666666666666,1
Stressed,0.9,-0.6352173705114135,6.5,0.6666666666666666,1
Stressed,0.9,-0.6078401636408528,6.5,0.6666666666666666,1
Stressed,0.9,-0.5502802177049885,6.5,0.6666666666666666,1
Stressed,0.9,-0.6558843481343145,6.5,0.6666666666666666,1
Stressed,0.9,-0.5286398980024231,6.5,0.6666666666666666,1
Neutral,0.5,0.08343497230669675,7.8,0.4444444444444444,1
Sad,0.7,0.20136390277533578,7.8,0.4444444444444444,1
Sad,0.7,0.24551776893356989,6.9,0.6666666666666666,1
Sad,0.7,-0.06271515482671883,7.6,0.3333333333333333,1
Neutral,0.5,0.4724010970949389,7.7,0.4444444444444444,1
Neutral,0.5,0.18697004333480266,7.7,0.4444444444444444,1
Neutral,0.5,0.2572093645671054,7.7,0.4444444444444444,1
Neutral,0.5,0.35346771925575204,7.7,0.4444444444444444,1
Neutral,0.5,0.3347217052520087,7.8,0.4444444444444444,1
Excited,0.3,0.577646144221156,7.7,0.4444444444444444,1
Neutral,0.5,0.5008945272628968,7.8,0.4444444444444444,1
Neutral,0.5,0.35554356407543175,7.8,0.4444444444444444,1
Neutral,0.5,0.34149159522872075,7.8,0.4444444444444444,1
Neutral,0.5,0.43984424413806,7.8,0.4444444444444444,1
Excited,0.3,0.6563321401265604,7.8,0.4444444444444444,1
Excited,0.3,0.3924815121793441,7.8,0.4444444444444444,1
Excited,0.3,0.5741369606021973,7.8,0.4444444444444444,1
Sad,0.7,0.22056567594727924,7.8,0.4444444444444444,1
Stressed,0.9,-0.7586494741213309,6.5,0.6666666666666666,1
Anxious,0.85,-0.5534497974536622,6.6,0.3333333333333333,1
Stressed,0.9,-0.5853221185485025,6.4,0.6666666666666666,1
Stressed,0.9,-0.5983545376854691,6.3,0.6666666666666666,1
Stressed,0.9,-0.5925762760917109,6.4,0.6666666666666666,1
Anxious,0.85,-0.4064835954396587,6.6,0.3333333333333333,1
Stressed,0.9,-0.694572031693591,6.3,0.6666666666666666,1
Anxious,0.85,-0.19042480032077713,6.6,0.3333333333333333,1
Anxious,0.85,-0.46688887541925156,6.3,0.6666666666666666,1
Stressed,0.9,-0.3993592462449621,6.6,0.3333333333333333,1
Stressed,0.9,-0.6440310051722209,6.3,0.6666666666666666,1
Stressed,0.9,-0.6010601383506947,6.6,0.3333333333333333,1
Stressed,0.9,-0.5747993655860496,6.3,0.6666666666666666,1
Anxious,0.85,-0.3467730366813735,6.6,0.3333333333333333,1
Anxious,0.85,-0.4385170945473782,6.3,0.6666666666666666,1
Anxious,0.85,-0.626230047965829,6.6,0.3333333333333333,1
Stressed,0.9,-0.5801222933444969,6.3,0.6666666666666666,1
Stressed,0.9,-0.8253610998463775,6.4,0.6666666666666666,1
Anxious,0.85,-0.4272467402720872,6.5,0.3333333333333333,1
Stressed,0.9,-0.7697252411140231,6.3,0.6666666666666666,1
Stressed,0.9,-0.577482715719174,6.4,0.6666666666666666,1
Stressed,0.9,-0.5677323301535525,6.5,0.3333333333333333,1
Stressed,0.9,-0.6809851096943795,6.3,0.6666666666666666,1
Stressed,0.9,-0.6543459937232717,6.4,0.6666666666666666,1
Stressed,0.9,-0.5310876134526948,6.5,0.3333333333333333,1
Anxious,0.85,-0.4496117084825011,6.3,0.6666666666666666,1
Stressed,0.9,-0.419955054135793,6.5,0.3333333333333333,1
Stressed,0.9,-0.6938283733352838,6.3,0.6666666666666666,1
Anxious,0.85,-0.4374227482610645,6.8,0.6666666666666666,1
Sad,0.7,0.0430851160201875,6.4,0.6666666666666666,1
Anxious,0.85,-0.3541319383696497,6.5,0.6666666666666666,1
Stressed,0.9,-0.48232456862660356,6.8,0.5555555555555556,1
Anxious,0.85,-0.5059072992534926,6.8,0.5555555555555556,1
Anxious,0.85,-0.327690809780405,6.5,0.3333333333333333,1
Stressed,0.9,-0.4029927106455473,6.5,0.3333333333333333,1
Anxious,0.85,-0.5359246674319191,6.5,0.3333333333333333,1
Anxious,0.85,-0.5638909759449753,6.5,0.3333333333333333,1
Anxious,0.85,-0.2693993099972747,6.6,0.3333333333333333,1
Anxious,0.85,-0.25920180504540336,6.6,0.3333333333333333,1
Anxious,0.85,-0.47618293395278544,6.6,0.3333333333333333,1
Stressed,0.9,-0.697994263474769,6.6,0.3333333333333333,1
Anxious,0.85,-0.47694817316920435,6.6,0.3333333333333333,1
Sad,0.7,-0.11726439074352563,6.6,0.3333333333333333,1
Sad,0.7,-0.06967587166723573,6.6,0.3333333333333333,1
Sad,0.7,-0.2762749986370468,6.9,0.4444444444444444,1
Stressed,0.9,-0.728134249020493,7.3,0.4444444444444444,1
Sad,0.7,-0.14868881121819322,5.9,0.7777777777777778,2
Stressed,0.9,-0.9193403255942895,7.3,0.4444444444444444,1
Sad,0.7,0.17240958454086092,6.2,0.7777777777777778,2
Anxious,0.85,-0.10319944030476574,6.0,0.7777777777777778,2
Anxious,0.85,-0.2579030886243885,6.1,0.7777777777777778,2
Anxious,0.85,-0.3563773223155747,6.1,0.7777777777777778,2
Anxious,0.85,-0.2577073828854034,6.1,0.7777777777777778,2
Anxious,0.85,-0.23022905318226058,6.1,0.7777777777777778,2
Sad,0.7,-0.2426669303927963,6.2,0.7777777777777778,2
Sad,0.7,-0.13264701823046285,6.2,0.7777777777777778,2
Anxious,0.85,-0.2720360584191711,6.2,0.7777777777777778,2
Stressed,0.9,-0.5166630201835425,8.1,0.2222222222222222,0
Stressed,0.9,-0.7063711809075146,8.1,0.2222222222222222,0
Sad,0.7,-0.04294422152999558,6.1,0.7777777777777778,2
Neutral,0.5,0.15494290441143277,8.3,0.2222222222222222,0
Sad,0.7,0.17372553894888587,6.0,0.7777777777777778,2
Anxious,0.85,-0.3856815245213035,6.1,0.7777777777777778,2
Sad,0.7,-0.2669953679711945,6.0,0.7777777777777778,2
Anxious,0.85,-0.2211213504385621,6.0,0.7777777777777778,2
Anxious,0.85,-0.26349961447329656,6.0,0.7777777777777778,2
Anxious,0.85,-0.3352919876055904,6.0,0.7777777777777778,2
Anxious,0.85,-0.38592630225172586,6.0,0.7777777777777778,2
Anxious,0.85,-0.2688743489163626,6.0,0.7777777777777778,2
Anxious,0.85,-0.36723420911435184,6.0,0.7777777777777778,2
Anxious,0.85,-0.30733300320505386,6.1,0.7777777777777778,2
Anxious,0.85,-0.2983518784980269,6.0,0.7777777777777778,2
Anxious,0.85,-0.39591384297971033,6.1,0.7777777777777778,2
Sad,0.7,-0.2831999759728681,6.1,0.7777777777777778,2
Anxious,0.85,-0.43843399509912817,6.0,0.7777777777777778,2
Anxious,0.85,-0.33243218352101556,6.1,0.7777777777777778,2
Anxious,0.85,-0.46272522030251595,6.0,0.7777777777777778,2
Anxious,0.85,-0.18519962456304767,6.1,0.7777777777777778,2
Anxious,0.85,-0.27963025275043035,6.1,0.7777777777777778,2
Sad,0.7,0.024574493701017053,8.5,0.2222222222222222,0
Neutral,0.5,0.14311544403469187,8.5,0.2222222222222222,0
Neutral,0.5,0.4272748710605042,8.5,0.2222222222222222,0
Sad,0.7,0.12746135963376573,8.5,0.2222222222222222,0
Neutral,0.5,0.40276997926613656,7.1,0.5555555555555556,1
Anxious,0.85,-0.2643335966185029,6.0,0.7777777777777778,2
Anxious,0.85,-0.245556363032013,6.1,0.7777777777777778,2
Anxious,0.85,-0.36925278193166755,6.1,0.7777777777777778,2
Stressed,0.9,-0.45669220219018464,6.5,0.6666666666666666,1
Anxious,0.85,-0.34126739410200885,6.5,0.6666666666666666,1
Anxious,0.85,-0.3485273577335456,6.6,0.6666666666666666,1
Anxious,0.85,-0.398398682835965,6.6,0.6666666666666666,1
Anxious,0.85,-0.43591742449507936,6.6,0.6666666666666666,1
Anxious,0.85,-0.4984790971363701,6.6,0.6666666666666666,1
Neutral,0.5,0.42500112200996487,8.4,0.2222222222222222,0
Neutral,0.5,0.3772116301450248,8.4,0.2222222222222222,0
Neutral,0.5,0.251754036914043,8.4,0.2222222222222222,0
Sad,0.7,-0.19548535228400163,8.3,0.2222222222222222,0
Neutral,0.5,0.25267206540054254,8.5,0.2222222222222222,0
Neutral,0.5,0.14676739635716798,8.5,0.2222222222222222,0
Neutral,0.5,0.3775532292410018,8.4,0.2222222222222222,0
Sad,0.7,-0.052184250876490645,8.4,0.2222222222222222,0
Neutral,0.5,0.21867384586228372,8.5,0.2222222222222222,0
Neutral,0.5,0.14437683090489395,8.4,0.2222222222222222,0
Neutral,0.5,0.13029350870871634,8.4,0.2222222222222222,0
Neutral,0.5,0.20520066577121876,8.5,0.2222222222222222,0
Neutral,0.5,0.2946614255662924,8.3,0.2222222222222222,0
Neutral,0.5,0.26459582515180746,8.5,0.2222222222222222,0
Sad,0.7,0.18549627310278421,8.3,0.2222222222222222,0
Neutral,0.5,0.19726111629511,8.5,0.2222222222222222,0
Sad,0.7,0.04599654919294481,8.3,0.2222222222222222,0
Neutral,0.5,0.17620347153583793,8.5,0.2222222222222222,0
Neutral,0.5,0.42705438659966793,8.5,0.2222222222222222,0
Neutral,0.5,0.1951482218048455,8.4,0.2222222222222222,0
Neutral,0.5,0.09346179722220682,8.4,0.2222222222222222,0
Sad,0.7,0.1858087496489284,8.4,0.2222222222222222,0
Neutral,0.5,0.20712190039385908,8.4,0.2222222222222222,0
Sad,0.7,0.17669618552849012,8.4,0.2222222222222222,0
Neutral,0.5,0.16743925668687207,8.4,0.2222222222222222,0
Neutral,0.5,0.30331607179348724,8.4,0.2222222222222222,0
Neutral,0.5,0.23184093598750669,8.5,0.2222222222222222,0
Anxious,0.85,-0.2197658542851062,8.1,0.3333333333333333,1
Anxious,0.85,-0.4676583618369005,8.1,0.3333333333333333,1
Excited,0.3,0.5709669532829792,8.2,0.2222222222222222,0
Excited,0.3,0.5245733389180001,8.2,0.2222222222222222,0
Neutral,0.5,0.29269336787401057,8.1,0.2222222222222222,0
Sad,0.7,-0.05405719382311956,8.2,0.2222222222222222,0
Anxious,0.85,-0.4021192624539437,8.2,0.2222222222222222,0
Anxious,0.85,-0.21026036674693288,8.2,0.2222222222222222,0
Sad,0.7,-0.017763763366365218,8.2,0.2222222222222222,0
Anxious,0.85,-0.4642643573638471,8.2,0.2222222222222222,0
Sad,0.7,-0.15693294912576328,8.1,0.2222222222222222,0
Sad,0.7,-0.19964016411334656,8.1,0.2222222222222222,0
Sad,0.7,0.02934325042732075,8.1,0.2222222222222222,0
Anxious,0.85,-0.17834631206597767,8.0,0.2222222222222222,0
Sad,0.7,-0.02879130334358291,8.0,0.2222222222222222,0
Sad,0.7,-0.16101292682875323,8.0,0.2222222222222222,0
Sad,0.7,-0.22621040618844646,8.0,0.2222222222222222,0
Sad,0.7,-0.10070060902406539,8.0,0.2222222222222222,0
Sad,0.7,-0.12898837216040407,8.0,0.2222222222222222,0
Sad,0.7,0.17955370655220182,8.0,0.2222222222222222,0
Neutral,0.5,0.1779062485287179,8.1,0.2222222222222222,0
Sad,0.7,-0.14522808225759642,8.2,0.2222222222222222,0
Sad,0.7,-0.11195674183708947,8.2,0.2222222222222222,0
Sad,0.7,-0.013070446898160282,8.2,0.2222222222222222,0
Anxious,0.85,-0.17540000178049292,8.2,0.2222222222222222,0
Sad,0.7,-0.29486825975468567,8.0,0.2222222222222222,0
Sad,0.7,-0.21654281839232845,8.0,0.2222222222222222,0
Anxious,0.85,-0.13462520427066238,8.1,0.2222222222222222,0
Anxious,0.85,-0.12603977170004851,8.0,0.2222222222222222,0
Sad,0.7,-0.22074312399234938,8.1,0.2222222222222222,0
Sad,0.7,-0.2365137950626026,8.1,0.2222222222222222,0
Sad,0.7,-0.14644090765234902,8.0,0.2222222222222222,0
Sad,0.7,0.025506127565223663,8.1,0.2222222222222222,0
Sad,0.7,0.05707330262228946,8.1,0.2222222222222222,0
Sad,0.7,-0.046628366658456835,8.1,0.2222222222222222,0
